"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
32C0001129,PRESBYTERIAN RUST MEDICAL CENTER ASC LLC DBA NEW MEXICO SURGERY CENTER MULTI SPECIALTY,2400 UNSER BOULEVARD SOUTHEAST SUITE 09100B,RIO RANCHO,NM,87124,,(000) 000-0000,97,3,0,98,93,6,1,96,90,8,2,96,90,9,1,96,,1337,342,26,07/01/2023,06/30/2024
33C0001012,MILLARD FILLMORE SURGERY CENTER LLC,215 KLEIN RD.,WILLIAMSVILLE,NY,14221,,(716) 568-6184,95,4,1,97,92,7,1,95,88,10,2,94,71,28,1,90,,816,244,30,07/01/2023,06/30/2024
33C0001051,BUFFALO SURGERY CENTER LLC,3921 SHERIDAN DR,AMHERST,NY,14226,,(716) 250-6520,,,,,,,,,,,,,,,,,4,,,,,
33C0001094,HUDSON VALLEY AMBULATORY SURGERY LLC,75 CRYSTAL RUN RD BUILDING B SUITE 225,MIDDLETOWN,NY,10941,,(845) 692-9900,,,,,,,,,,,,,,,,,4,,,,,
33C0001160,AMBULATORY SURGERY CENTER OF NIAGARA,6500 PORTER RD,NIAGARA FALLS,NY,14304,,(716) 285-2020,,,,,,,,,,,,,,,,,4,,,,,
33C0001164,SOUTHTOWNS SURGERY CENTER LLC,5959 BIG TREE ROAD STE 100,ORCHARD PARK,NY,14127,,(000) 000-0000,98,2,0,99,94,5,1,96,91,7,2,95,89,10,1,95,,797,317,40,07/01/2023,06/30/2024
33C0001176,PORT JEFFERSON SURGERY CENTER,1500 ROUTE 1R BUILDING 4,PORT JEFFERSON STATIO,NY,11776,,(631) 828-3555,,,,,,,,,,,,,,,,,4,,,,,
33C0001212,HARLEM ROAD AMBULATORY SURGERY CENTER LLC,3085 HARLEM ROAD SUITE 300,CHEEKTOWAGA,NY,14225,,(716) 748-3600,,,,,,,,,,,,,,,,,4,,,,,
34C0001000,SURGICENTER OF EASTERN CAROLINA LLC DBA VIDANT SURGICENTER,102 BETHESDA DR,GREENVILLE,NC,27834,,(252) 847-2626,,,,,,,,,,,,,,,,,4,,,,,
34C0001035,LEBAUER ENDOSCOPY CENTER,520 N. ELAM AVE 4TH FLOOR,GREENSBORO,NC,27403,,(336) 323-5259,,,,,,,,,,,,,,,,,4,,,,,
34C0001112,NOVANT HEALTH SOUTHPARK SURGERY CENTER,6035 FAIRVIEW RD SUITE 3,CHARLOTTE,NC,28210,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001154,NOVANT HEALTH BALLANTYNE OUTPATIENT SURGERY,200 HAWTHORNE LANE,CHARLOTTE,NC,28204,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001159,DUKE HEALTH INTEGRATED PRACTICE INC DBA DUKE GI AT BRIER CREEK,10207 CERNY STREET SUITE 210,RALEIGH,NC,27617,,(919) 405-2341,98,2,0,99,93,5,2,96,94,5,1,96,90,9,1,96,,1541,254,16,07/01/2023,06/30/2024
34C0001165,WAKE ENDOSCOPY CENTER LLC,2601 LAKE DR. S 201,RALEIGH,NC,27607,,(919) 341-3529,95,4,1,97,89,8,3,93,83,13,4,93,84,14,2,94,,2129,205,10,07/01/2023,06/30/2024
34C0001168,NOVANT HEALTH HUNTERSVILLE OUTPATIENT SURGERY,10030 GILEAD RD,HUNTERSVILLE,NC,28078,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001174,REX SURGERY CENTER OF CARY LLC,1505 SOUTHWEST CARY PARKWAY SUITE 100,CARY,NC,27511,,(804) 814-9753,99,1,0,99,91,8,1,95,91,8,1,95,87,12,1,95,,3110,735,24,07/01/2023,06/30/2024
34C0001180,NOVANT HEALTH MATTHEWS SURGERY CENTER,710 PARK CENTER DR SUITE 100,MATTHEWS,NC,28103,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001189,CAROLINA DIGESTIVE CARE,107 B MICA AVE,MORGANTON,NC,28655,,(828) 588-1166,99,1,0,99,94,5,1,97,96,3,1,98,95,4,1,98,,904,260,29,07/01/2023,06/30/2024
34C0001199,NOVANT HEALTH BRUNSWICK ENDOSCOPY CENTER,2085 FRONTIS PLAZA BLVD,WINSTON-SALEM,NC,27103,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001200,NOVANT HEALTH KERNERSVILLE OUTPATIENT SURGERY,1730 KERNERSVILLE MEDICAL PARKWAY,KERNERSVILLE,NC,27284,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001209,NOVANT HEALTH CLEMMONS OUTPATIENT SURGERY CENTER,7210 VILLAGE MEDICAL CIRCLE,CLEMMONS,NC,27012,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
34C0001215,TRIAD CENTER FOR SURGERY DBA KIMEL PARK SURGERY CENTER,180 KIMEL PARK DRIVE SUITE 200,WINSTON SALEM,NC,27103,,(202) 378-0139,96,4,0,98,94,5,1,96,90,9,1,96,92,6,2,96,,1342,479,36,07/01/2023,06/30/2024
34C0001218,SUMMIT HEALTH PARTNERS LLC DBA WESTERN CAROLINA SURGERY CENTER,30 AIRPORT PARK ROAD,FLETCHER,NC,28732,,(828) 900-0220,97,2,1,98,94,5,1,97,88,10,2,95,88,10,2,95,,1661,647,39,07/01/2023,06/30/2024
34C0001221,WAKE SPINE AND SPECIALTY SURGERY CENTER LLC DBA RALEIGH NEUROSURGICAL AND SPINE SURGERY CENTER,5241 SIX FORKS ROAD SUITE 200,RALEIGH,NC,27609,,(984) 884-1600,,,,,,,,,,,,,,,,,4,,,,,
35C0001004,TRINITY HEALTH,1102 MAIN ST,WILLISTON,ND,58801,,(701) 572-7711,98,1,1,99,93,6,1,96,86,13,1,94,86,13,1,95,,515,181,35,07/01/2023,06/30/2024
35C0001007,ESSENTIA HEALTH WAHPETON ASC,275 11TH ST SOUTH,WAHPETON,ND,58075,,(701) 642-2000,,,,,,,,,,,,,,,,,4,,,,,
35C0001025,SANFORD HEALTH DICKINSON AMBULATORY SURGERY CTR,2615 FAIRWAY ST,DICKINSON,ND,58601,,(701) 456-6000,98,2,0,99,96,3,1,98,90,8,2,95,91,7,2,96,,735,231,31,07/01/2023,06/30/2024
36C0001043,DIGESTIVECARE INC,75 SYLVANIA DR,BEAVERCREEK,OH,45440,,(937) 320-5050,,,,,,,,,,,,,,,,,4,,,,,
36C0001091,WHITEHALL SURGERY CENTER,1030 REFUGEE RD SUITE 160,PICKERINGTON,OH,43147,,(614) 604-7450,,,,,,,,,,,,,,,,,4,,,,,
36C0001097,REYNOLDS ROAD SURGICAL CENTER LTD DBA WILDWOOD SURGICAL CENTER,"2865 NORTH REYNOLDS RD, SUITE 190",TOLEDO,OH,43615,,(419) 578-7547,99,1,0,99,95,4,1,97,93,7,0,97,92,7,1,97,,1662,595,36,07/01/2023,06/30/2024
36C0001148,ENDOSCOPY CENTER OF DAYTON NORTH LLC,9000 N. MAIN ST. STE. 405,DAYTON,OH,45415,,(937) 320-5050,,,,,,,,,,,,,,,,,4,,,,,
36C0001155,NEW HORIZONS SURGERY CENTER LLC,1167 INDEPENDENCE AVE.,MARION,OH,43302,,(740) 375-5854,,,,,,,,,,,,,,,,,4,,,,,
36C0001167,AKRON SURGICAL ASSOCIATES LLC,4125 MEDINA RD. STE. 104,AKRON,OH,44333,,(330) 665-8122,,,,,,,,,,,,,,,,,4,,,,,
36C0001173,WOOSTER MILLTOWN SPECIALTY AND SURGERY CENTER,721 EAST MILLTOWN RD,WOOSTER,OH,44691,,(216) 310-2280,,,,,,,,,,,,,,,,,4,,,,,
36C0001222,MAYFIELD SPINE SURGERY CENTER LLC,4020 SMITH RD,CINCINNATI,OH,45209,,(513) 619-5895,99,1,0,100,96,3,1,98,94,4,2,97,93,5,2,97,,1039,400,38,07/01/2023,06/30/2024
36C0001294,NORTHPOINTE SURGICAL SUITES LLC,3250 NORTHPOINTE DR,ZANESVILLE,OH,43701,,(740) 487-1823,98,2,0,99,95,4,1,97,92,7,1,96,88,12,0,96,,683,311,46,07/01/2023,06/30/2024
36C0001298,ENDOSCOPY CENTER OF DAYTON LTD,4200 INDIAN RIPPLE RD,BEAVERCREEK,OH,45440,,(937) 320-5050,,,,,,,,,,,,,,,,,4,,,,,
36C0001301,LANCASTER SPECIALTY SURGERY CENTER,3056 COLUMBUS LANCASTER ROAD NW,LANCASTER,OH,43130,,(740) 974-2731,96,3,1,98,91,8,1,95,92,7,1,96,85,15,0,95,,508,207,41,07/01/2023,06/30/2024
36C0001306,TRIHEALTH SURGERY CENTER -- ANDERSON,7810 FIVE MILE ROAD SUITE B,CINCINNATI,OH,45230,,(000) 000-0000,98,2,0,99,93,5,2,95,94,5,1,96,94,6,0,98,3,495,99,20,07/01/2023,06/30/2024
36C0001308,ONYX AND PEARL SURGICAL SUITES LLC,465 NORTH CLEVELAND AVE SUITE 150,WESTERVILLE,OH,43082,,(614) 918-0030,96,3,1,98,92,6,2,95,93,5,2,96,86,13,1,95,,764,181,24,07/01/2023,06/30/2024
36C0001315,NWO SURGERY CENTER LLC,15028 EAST US ROUTE 224,FINDLAY,OH,45840,,(419) 427-3040,,,,,,,,,,,,,,,,,4,,,,,
36C0001326,WHEELING HOSPITAL AMBULATORY SURGERY CENTER LLC,68 STATE ROUTE 7,BRIDGEPORT,OH,43912,,(740) 676-6600,99,1,0,99,93,6,1,96,91,8,1,96,90,9,1,96,,2327,571,25,07/01/2023,06/30/2024
36C0001327,THREE GABLES SURGERY CENTER,5897 COUNTY ROAD 107,PROCTORVILLE,OH,45669,,(000) 000-0000,97,3,0,99,91,7,2,95,89,9,2,96,93,6,1,97,,1066,214,20,07/01/2023,06/30/2024
36C0001343,OSU WEXNER MEDICAL CENTER AMUBLATORY SURGERY CENTER NEW ALBANY,6100 NORTH HAMILTON ROAD 2ND FLOOR SUITE 2D,WESTERVILLE,OH,43081,,(614) 814-8434,98,2,0,99,93,6,1,96,92,6,2,96,91,8,1,96,,7775,1359,18,07/01/2023,06/30/2024
36C0001350,OSU WEXNER MEDICAL CENTER ASC DBA OSU WEXNER MEDICAL CENTER ASC DUBLIN,6700 UNIVERSITY BOULEVARD 2ND FLOOR SUITE 2D,DUBLIN,OH,43016,,(614) 814-7777,,,,,,,,,,,,,,,,,4,,,,,
37C0001026,GI OR NORMAN,1125 NORTH PORTER SUITE 304,NORMAN,OK,73071,,(405) 515-5900,,,,,,,,,,,,,,,,,4,,,,,
37C0001055,USPI MEMORIAL SURGERY CENTER,8131 SOUTH MEMORIAL DR SUITE 107,TULSA,OK,74133,,(918) 249-7921,96,4,0,98,91,7,2,95,90,8,2,95,84,14,2,94,,972,327,34,07/01/2023,06/30/2024
37C0001061,WEST NORMAN ENDOSCOPY,3101 WEST TECUMSEH RD SUITE 100,NORMAN,OK,73072,,(405) 515-5900,,,,,,,,,,,,,,,,,4,,,,,
37C0001068,ORTHO CENTERAL ASC,3400 WEST TECUMSEH RD SUITE 301,NORMAN,OK,73072,,(405) 801-4200,,,,,,,,,,,,,,,,,4,,,,,
37C0001074,GSI ASC LLC,10210 E 91ST STREET SOUTH,TULSA,OK,74133,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
38C0001030,INTERSTATE AMBULATORY SURGERY CENTER,3500 N INTERSTATE AVE.,PORTLAND,OR,97227,,(971) 310-3089,97,2,1,98,94,5,1,97,88,10,2,95,84,14,2,94,,2360,921,39,07/01/2023,06/30/2024
38C0001032,SKYLINE AMBULATORY SURGERY CENTER,5125 SKYLINE RD. SOUTH,SALEM,OR,97306,,(971) 310-3082,98,2,0,99,92,7,1,95,88,10,2,95,85,13,2,94,,2868,945,33,07/01/2023,06/30/2024
38C0001046,NGC ENDOSCOPY SERVICES LLC,1130 NORTHWEST 22ND AVE  6TH FLOOR  SUITE 615,PORTLAND,OR,97210,,(503) 229-7137,96,3,1,97,88,9,3,93,83,14,3,92,84,13,3,93,,1064,264,25,07/01/2023,06/30/2024
38C0001054,CASCADE SPINE CENTER LLC,6464 SOUTHWEST BORLAND RD SUITE A1,TUALATIN,OR,97062,,(971) 404-3366,98,2,0,99,91,8,1,95,85,13,2,95,83,14,3,93,,831,286,34,07/01/2023,06/30/2024
38C0001056,CENTER FOR SPECIALTY SURGERY LLC,11782 SW BARNES RD. #200,PORTLAND,OR,97225,,(503) 906-4306,97,3,0,98,93,6,1,96,91,7,2,95,89,9,2,95,,3394,859,25,07/01/2023,06/30/2024
38C0001067,NORTHWEST AMBULATORY SURGERY CENTER LLC,1515 NORTHWEST 18TH AVE SUITE 200,PORTLAND,OR,97209,,(503) 542-4873,98,2,0,99,92,6,2,95,88,10,2,95,87,10,3,94,,710,242,34,07/01/2023,06/30/2024
38C0001074,EAST PORTLAND SURGERY CENTER LLC,9200 SOUTHEAST 91ST AVE SUITE 100,PORTLAND,OR,97086,,(503) 772-6160,95,4,1,97,89,9,2,93,81,15,4,92,80,17,3,92,,1537,438,28,07/01/2023,06/30/2024
38C0001084,ORTHOPEDIC HEALTHCARE ANCILLARY SERVICES LLC DBA SLOCUM AMBULATORY SURGERY CENTER,55 COBURG RD,EUGENE,OR,97401,,(541) 743-2549,,,,,,,,,,,,,,,,,4,,,,,
38C0001085,KAISER PERMANENTE SUNNYBROOK SURGERY CENTER,9900 SE SUNNYSIDE RD.,CLACKAMAS,OR,97015,,(503) 571-4047,96,3,1,98,92,6,2,95,87,11,2,95,84,13,3,93,,3123,966,31,07/01/2023,06/30/2024
39C0001017,SOUTHWESTERN AMBULATORY SURGERY CENTER LLC,"500 LEWIS RUN RD, STE.202",WEST MIFFLIN,PA,15122,,(412) 469-6964,96,4,0,98,90,8,2,94,83,15,2,93,80,17,3,92,,693,303,44,07/01/2023,06/30/2024
39C0001020,POCONO AMBULATORY SURGERY CENTER LTD,1 STORM ST,STROUDSBURG,PA,18360,,(570) 421-4978,,,,,,,,,,,,,,,,,4,,,,,
39C0001025,APPLE HILL SURGICAL CENTER,25 MONUMENT RD SUITE 270,YORK,PA,17403,,(717) 741-8252,,,,,,,,,,,,,,,,,4,,,,,
39C0001041,HANOVER SURGICENTER LLC,250 FAME AVE. STE. 130,HANOVER,PA,17331,,(717) 633-1600,,,,,,,,,,,,,,,,,4,,,,,
39C0001096,UPMC HAMOT SURGERY CENTER,200 STATE ST,ERIE,PA,16507,,(814) 453-3900,,,,,,,,,,,,,,,,,4,,,,,
39C0001099,ROY A HIMELFARB SURGERY CENTER,757 NORLAND AVE. STE. 100,CHAMBERSBURG,PA,17201,,(717) 217-6725,99,1,0,99,95,5,0,98,90,9,1,96,88,11,1,96,,1015,299,30,07/01/2023,06/30/2024
39C0001100,YORK ENDOSCOPY CENTER LP,2690 SOUTH FIELD DR,YORK,PA,17403,,(717) 815-4303,,,,,,,,,,,,,,,,,4,,,,,
39C0001123,BERKSHIRE EYE LLC,2220 RIDGEWOOD RD,WYOMISSING,PA,19610,,(610) 736-0144,98,2,0,99,95,5,0,97,93,5,2,96,91,8,1,97,,864,429,50,07/01/2023,06/30/2024
39C0001168,HERSHEY OUTPATIENT SURGERY CENTER LP,15 HOPE DR,HERSHEY,PA,17033,,(717) 520-8200,97,3,0,98,93,6,1,96,88,12,0,95,86,13,1,95,,915,263,29,07/01/2023,06/30/2024
39C0001176,THE READING HOSPITAL SURGICENTER AT SPRING RIDGE LLC,2603 KEISER BLVD,WYOMISSING,PA,19610,,(484) 628-3079,99,1,0,100,93,6,1,96,94,5,1,97,92,6,2,96,,1343,325,24,07/01/2023,06/30/2024
39C0001208,THE RENAISSANCE CENTER FOR PLASTIC SURGERY,1845 MEMORIAL HWY,SHAVERTOWN,PA,18708,,(570) 674-6225,,,,,,,,,,,,,,,,,4,,,,,
39C0001226,GAMMA SURGERY CENTER,107 GAMMA DR SUITE 200,PITTSBURGH,PA,15238,,(412) 963-7917,98,2,0,99,95,5,0,97,94,4,2,97,91,7,2,96,,638,306,48,07/01/2023,06/30/2024
39C0001239,HAZLETON SURGERY CENTER LLC,50 MOISEY DR. STE. 100,HAZLETON,PA,18202,,(570) 501-6500,99,1,0,99,93,6,1,96,94,6,0,97,89,11,0,97,,1008,296,29,07/01/2023,06/30/2024
39C0001261,ST LUKES ENDOSCOPY CENTER BUXMONT,1107 BETHLEHEM PIKE,SELLERSVILLE,PA,18960,,(267) 985-5050,,,,,,,,,,,,,,,,,4,,,,,
39C0001308,MONROEVILLE AMBULATORY SURGERY CENTER LLC,4121 MONROEVILLE BLVD,MONROEVILLE,PA,15146,,(412) 380-5624,99,1,0,100,95,4,1,97,95,5,0,97,94,5,1,98,,1473,499,34,07/01/2023,06/30/2024
39C0001314,ALLEGHENEY CLINIC DBA WEXFORD SURGERY CENTER,12311 PERRY HWY,WEXFORD,PA,15090,,(412) 380-5624,98,2,0,99,93,6,1,96,94,5,1,97,93,6,1,97,,2575,683,27,07/01/2023,06/30/2024
39C0001319,BETHEL PARK SURGERY CENTER,990 HIGBEE DR,BETHEL PARK,PA,15102,,(412) 330-6209,99,1,0,100,96,3,1,97,95,5,0,97,93,6,1,97,,1806,574,32,07/01/2023,06/30/2024
39C0001324,PREMIER AT EXTON SURGERY CENTER LLC,491 JOHN YOUNG WAY SUITE 100,EXTON,PA,19341,,(484) 872-8408,96,4,0,98,89,8,3,93,84,14,2,94,82,16,2,93,,1226,346,28,07/01/2023,06/30/2024
39C0001327,GEISINGER-HM JOINT VENTURE LLC,10 CHOATE CIRCLE,MONTOURSVILLE,PA,17754,,(570) 368-5566,,,,,,,,,,,,,,,,,4,,,,,
39C0001334,ALLEGHENY CLINIC DBA AHN WESTMORELAND ENDOSCOPY CENTER,118 NATURE PARK RD SUITE 200,GREENSBURG,PA,15601,,(412) 330-5883,99,1,0,99,96,3,1,98,95,4,1,98,96,3,1,98,,1399,503,36,07/01/2023,06/30/2024
39C0001346,BUCKS COUNTY SURGICAL SUITES,2800 KELLY RD SUITE 100,WARRINGTON,PA,18976,,(215) 607-2100,98,2,0,99,94,5,1,97,94,5,1,97,90,9,1,96,,987,393,40,07/01/2023,06/30/2024
39C0001364,ST LUKES AMBULATORY SERVICES INC DBA ST LUKES ENDOSCOPY CENTER-TWIN RIVERS,20 COMMUNITY DRIVE,EASTON,PA,18045,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
41C0001018,BROWN MEDICINE ENDOSCOPY CENTER,62-68 AMARAL STREET,EAST PROVIDENCE,RI,02915,,(401) 649-4031,,,,,,,,,,,,,,,,,4,,,,,
42C0001004,ANMED HEALTH MEDICUS SURGERY CENTER LLC,107 PROFESSIONAL CT,ANDERSON,SC,29621,,(864) 716-7953,98,2,0,99,94,5,1,97,90,8,2,96,92,8,0,97,,972,332,34,07/01/2023,06/30/2024
42C0001017,CAROLINA SURGICAL CENTER,198 WOUTH HEDLONG AVE,ROCK HILL,SC,29732,,(803) 327-4664,99,1,0,99,93,6,1,96,90,7,3,95,88,11,1,95,,886,295,33,07/01/2023,06/30/2024
42C0001019,THE GREENWOOD ENDOSCOPY CENTER INC,103 LINER DR.,GREENWOOD,SC,29646,,(864) 227-3838,99,1,0,99,95,4,1,97,93,6,1,97,89,9,2,95,,1260,379,30,07/01/2023,06/30/2024
42C0001031,PALMETTO SURGERY CENTER LLC,109 BLARNEY DR.,COLUMBIA,SC,29223,,(803) 865-8200,,,,,,,,,,,,,,,,,4,,,,,
42C0001049,SOUTH CAROLINA HEALTH SERVICES,40 OKATIE CENTER BLVD S STE 125,OKATIE,SC,29909,,(843) 705-8823,98,2,0,99,94,5,1,96,89,10,1,96,90,8,2,96,,688,288,42,07/01/2023,06/30/2024
42C0001075,PRISMA HEALTH ASC MIDLANDS DBA PRISMA HEALTH ORTHOPEDIC SURGERY CENTER,104 SALUDA POINTE DRIVE SUITE 200,LEXINGTON,SC,29072,,(803) 939-5050,,,,,,,,,,,,,,,,,4,,,,,
42C0001078,THE SOUTHEASTERN SPINE INSTITUTE AMBULATORY SURGERY CENTER LLC,1106 CHUCK DAWLEY BLVD,MOUNT PLEASANT,SC,29464,,(469) 893-6573,97,3,0,99,92,5,3,95,93,5,2,96,95,4,1,98,,788,283,36,07/01/2023,06/30/2024
43C0001028,SANFORD HEALTH SANFORD CLINIC WATERTOWN SURGICAL CTR,901 4TH ST. NW,WATERTOWN,SD,57201,,(605) 882-8780,,,,,,,,,,,,,,,,,4,,,,,
44C0001000,PHYSICIAN'S SURGERY CENTER OF KNOXVILLE LLC,1819 CLINCH AVE SUITE 206,KNOXVILLE,TN,37916,,(865) 522-2949,98,2,0,99,92,6,2,95,92,8,0,97,90,7,3,95,,927,240,26,07/01/2023,06/30/2024
44C0001001,EYE SURGERY CENTER OF NASHVILLE LLC,310 25TH AVE NORTH SUITE 105,NASHVILLE,TN,37203,,(615) 329-9023,98,2,0,99,91,8,1,95,93,6,1,96,92,7,1,97,,723,269,37,07/01/2023,06/30/2024
44C0001004,MEMPHIS SURGERY CENTER,1044 CREST HAVEN RD,MEMPHIS,TN,38119,,(901) 682-1516,96,3,1,98,92,6,2,95,82,15,3,93,86,13,1,95,,1250,317,26,07/01/2023,06/30/2024
44C0001008,NORTHRIDGE SURGERY CENTER,647 MYATT DR,MADISON,TN,37115,,(615) 868-8942,97,2,1,98,95,4,1,97,92,6,2,96,90,9,1,96,,724,247,34,07/01/2023,06/30/2024
44C0001023,DIGESTIVE DISEASE ENDOSCOPY CENTER INC,"222 22ND AVE NORTH, SUITE 300",NASHVILLE,TN,37203,,(615) 340-4629,96,3,1,98,91,7,2,94,85,13,2,94,86,12,2,94,,7199,515,7,07/01/2023,06/30/2024
44C0001025,NASHVILLE ENDOSURGERY CENTER,300 20TH AVE NORTH #800,NASHVILLE,TN,37203,,(615) 284-1335,97,2,1,98,93,6,1,96,86,12,2,94,85,13,2,94,,1137,202,18,07/01/2023,06/30/2024
44C0001035,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,2020 EXETER,GERMANTOWN,TN,38138,,(901) 682-1233,,,,,,,,,,,,,,,,,4,,,,,
44C0001037,LEBONHEUR EAST SURGERY CENTER II LP,786 ESTATE PL,MEMPHIS,TN,38120,,(901) 516-1420,,,,,,,,,,,,,,,,,4,,,,,
44C0001056,MEMPHIS GASTROENTEROLOGY ENDOSCOPY CENTER EAST,"8000 WOLF RIVER BLVD., SUITE 200",GERMANTOWN,TN,38138,,(901) 747-3630,,,,,,,,,,,,,,,,,4,,,,,
44C0001060,PHYSICIANS SURGERY CENTER OF CHATTANOOGA LLC DBA PHYSICIANS SURGERY CENTER OF CHATTANOOGA,924 SPRING CREEK RD,CHATTANOOGA,TN,37412,,(423) 899-1600,98,2,0,99,95,4,1,97,92,7,1,97,91,9,0,97,,925,330,36,07/01/2023,06/30/2024
44C0001069,METHODIST SURGERY CENTER GERMANTOWN LP,1363 SOUTH GERMANTOWN RD.,GERMANTOWN,TN,38138,,(901) 516-1420,98,2,0,99,95,4,1,97,94,5,1,97,91,8,1,97,,706,189,27,07/01/2023,06/30/2024
44C0001073,BAPTIST SURGERY CENTER DBA BAPTIST AMBULATORY SURGERY CENTER,312 21ST AVE NORTH,NASHVILLE,TN,37203,,(615) 321-7330,98,2,0,99,92,7,1,96,92,7,1,96,90,9,1,96,,965,239,25,07/01/2023,06/30/2024
44C0001087,CLARKSVILLE SURGERY CENTER LLC,793 WEATHERLY DR,CLARKSVILLE,TN,37043,,(931) 645-1373,98,2,0,99,95,4,1,97,90,9,1,96,91,8,1,96,,898,292,33,07/01/2023,06/30/2024
44C0001088,MIDDLE TENNESSEE AMBULATORY SURGERY CENTER,1800 MEDICAL CENTER PARKWAY SUITE 120,MURFREESBORO,TN,37129,,(615) 849-7500,98,2,0,99,93,6,1,96,90,9,1,96,86,13,1,95,,1249,344,28,07/01/2023,06/30/2024
44C0001097,MOUNTAIN EMPIRE SURGERY CENTER,601 MED TECH PARKWAY,JOHNSON CITY,TN,37604,,(423) 610-1020,98,2,0,99,93,6,1,96,92,6,2,95,92,7,1,97,,775,230,30,07/01/2023,06/30/2024
44C0001098,ADVANCED FAMILY SURGERY CENTER,944 OAK RIDGE TURNPIKE #200,OAK RIDGE,TN,37830,,(865) 835-5000,,,,,,,,,,,,,,,,,4,,,,,
44C0001112,PARKWEST SURGERY CENTER,9430 PARKWEST BLVD SUITE 210,KNOXVILLE,TN,37923,,(865) 531-0494,,,,,,,,,,,,,,,,,4,,,,,
44C0001118,URLOGY AMBULATORY SURGERY CENTER LLC,"1325 WOLF PARK DR. , SUITE 101",GERMANTOWN,TN,38138,,(901) 516-1420,98,2,0,99,94,5,1,97,96,3,1,97,92,7,1,97,,794,223,28,07/01/2023,06/30/2024
44C0001119,SAINT THOMAS CAMPUS SURGICARE LP,4230 HARDING RD SUITE 300,NASHVILLE,TN,37205,,(615) 783-1260,98,2,0,99,94,5,1,96,90,9,1,96,89,11,0,96,,1018,290,29,07/01/2023,06/30/2024
44C0001124,AMBULATORY SURGICAL ASSOCIATES LLC,"725 KINGS LN,",TULLAHOMA,TN,37388,,(931) 455-1976,98,2,0,99,93,6,1,96,92,7,1,96,90,9,1,96,,1139,404,35,07/01/2023,06/30/2024
44C0001133,NASHVILLE ENDOSURGERY CENTER,300 20TH AVE NORTH SUITE 800,NASHVILLE,TN,37203,,(615) 284-2524,97,3,0,99,93,6,1,96,94,5,1,96,93,6,1,97,,1118,223,20,07/01/2023,06/30/2024
44C0001140,SAINT FRANCIS SURGERY CENTER,5999 PARK AVE,MEMPHIS,TN,38119,,(901) 818-1080,97,3,0,99,90,8,2,94,88,10,2,95,85,13,2,94,,819,207,25,07/01/2023,06/30/2024
44C0001155,CHATTANOOGA PAIN MANAGEMENT CENTER LLC DBA CHATTANOOGA PAIN SURGERY CENTER,1016 EXECUTIVE DR,HIXSON,TN,37343,,(423) 648-4525,96,4,0,98,93,5,2,96,88,9,3,95,89,9,2,96,,1235,345,28,07/01/2023,06/30/2024
44C0001159,HOLSTON VALLEY AMBULATORY SURGERY CENTER LLC,103 WEST STONE DR,KINGSPORT,TN,37660,,(423) 224-4910,99,1,0,100,93,6,1,96,93,7,0,97,91,9,0,97,,1092,333,30,07/01/2023,06/30/2024
44C0001160,PATIENT PARTNERS LLC,890 NORTH BLUE JAY WAY,GALLATIN,TN,37066,,(615) 575-9000,98,2,0,99,94,5,1,97,92,7,1,96,90,9,1,96,,839,222,26,07/01/2023,06/30/2024
44C0001161,FRANKLIN ENDOSCOPY CENTER LLC,9160 CAROTHERS PARKWAY SUITE 100,FRANKLIN,TN,37067,,(615) 550-6066,97,2,1,98,89,9,2,93,87,11,2,94,87,11,2,95,,1136,308,27,07/01/2023,06/30/2024
